crop_type,temperature,humidity,rainfall,soil_moisture,soil_ph,nitrogen,phosphorus,potassium,sunlight_hours,pest_activity,leaf_discoloration,growth_rate,previous_disease_history,disease_risk
Sunflower,25.66,48.56,196.08,78.22,5.38,51.77,50.52,56.41,10.84,0,0,0.842,0,Low Risk
Tomato,34.71,90.81,104.11,37.02,7.07,43.95,11.91,43.44,5.32,0,1,0.395,1,High Risk
Potato,36.6,74.02,180.94,37.28,5.61,0.0,47.56,36.5,3.97,0,1,0.387,1,High Risk
Sunflower,29.14,72.09,101.19,45.47,6.35,0.0,46.87,8.66,6.04,0,1,0.379,1,High Risk
Barley,22.4,63.16,128.12,53.25,5.43,62.45,40.21,54.39,8.92,0,0,0.647,0,Low Risk
Sugarcane,31.11,74.66,119.84,51.58,5.2,70.68,56.35,43.51,7.84,1,0,0.787,0,Medium Risk
Tomato,17.82,60.03,65.14,62.93,5.75,71.38,50.77,61.69,7.41,0,0,0.777,0,Low Risk
Maize,19.53,44.52,177.52,56.53,7.14,88.15,42.26,71.11,6.87,0,0,1.0,0,Low Risk
Tomato,21.72,55.34,149.15,73.08,5.58,53.27,46.28,65.17,7.34,0,0,0.768,0,Low Risk
Maize,28.16,73.01,57.63,48.06,6.39,72.68,42.76,38.84,9.08,1,0,0.529,0,Medium Risk
Barley,44.1,99.83,53.82,51.43,8.04,49.75,15.85,31.47,2.87,0,1,0.324,1,High Risk
Sugarcane,33.93,83.25,65.84,42.91,6.29,25.06,15.48,27.92,6.3,1,1,0.516,1,High Risk
Barley,33.23,88.86,94.12,26.95,7.23,27.3,13.16,12.86,4.72,1,1,0.446,1,High Risk
Barley,25.94,67.02,45.09,39.4,7.3,48.31,43.2,27.69,6.92,0,1,0.636,0,Medium Risk
Potato,26.16,50.7,202.93,59.67,6.65,69.36,14.64,82.47,8.74,0,0,0.853,0,Low Risk
Rice,24.41,52.26,158.42,68.8,7.53,92.86,54.46,57.59,8.22,0,0,0.872,0,Low Risk
Rice,27.03,57.46,52.64,46.97,7.14,53.84,23.57,75.14,7.97,1,0,0.728,0,Medium Risk
Sugarcane,38.25,85.19,115.22,28.19,6.55,34.26,5.77,23.18,3.98,1,1,0.357,1,High Risk
Sugarcane,33.9,57.53,22.12,43.61,5.86,46.56,27.22,59.71,3.09,1,0,0.591,1,High Risk
Barley,35.69,91.92,76.32,44.76,8.15,32.88,18.67,20.09,5.38,1,1,0.432,1,High Risk
Wheat,35.65,80.89,97.79,35.04,4.92,2.18,28.75,26.01,9.48,1,1,0.51,1,High Risk
Soybean,30.78,60.26,64.74,60.34,7.45,57.62,42.27,15.07,7.89,0,0,0.809,0,Medium Risk
Rice,26.23,57.68,84.64,54.22,6.59,72.86,19.72,32.67,4.0,0,0,0.664,0,Medium Risk
Wheat,31.0,95.06,142.06,29.56,5.91,38.18,25.58,30.79,4.33,1,1,0.492,1,High Risk
Maize,27.07,84.45,83.69,47.43,6.5,13.76,43.3,25.25,4.05,1,1,0.565,1,High Risk
Potato,37.88,81.81,75.57,31.2,6.97,32.39,25.33,3.39,6.35,1,1,0.483,1,High Risk
Cotton,23.08,65.85,128.14,33.93,5.88,31.54,47.44,68.42,6.69,0,1,0.703,0,Medium Risk
Barley,18.1,47.05,177.58,64.23,6.61,102.42,42.59,58.96,5.06,0,0,0.936,0,Low Risk
Barley,26.8,51.58,179.58,68.64,6.04,82.64,61.2,35.35,8.44,0,0,0.769,0,Low Risk
Barley,37.31,84.43,102.17,49.97,5.69,23.66,26.0,28.55,6.05,1,1,0.445,1,High Risk
Wheat,32.82,66.5,41.52,41.81,6.47,39.56,21.02,19.16,3.27,1,1,0.299,1,High Risk
Soybean,20.24,53.56,101.61,66.0,7.57,88.28,47.44,80.87,8.22,0,0,0.786,1,Low Risk
Tomato,43.14,59.54,119.19,27.91,6.53,48.12,8.68,35.17,2.53,1,1,0.391,1,High Risk
Barley,35.01,75.21,101.53,44.74,6.74,21.42,26.77,34.68,4.99,0,1,0.396,1,High Risk
Cotton,24.65,69.33,108.38,39.36,6.69,32.47,42.59,75.43,6.69,0,0,0.641,1,Medium Risk
Sunflower,18.37,51.81,148.63,70.7,5.75,79.95,50.23,63.82,9.44,0,0,0.692,0,Low Risk
Barley,35.98,64.41,130.08,55.66,7.62,44.93,26.42,60.87,7.61,0,0,0.539,1,Medium Risk
Rice,30.54,77.42,157.2,41.89,6.47,47.98,55.7,70.01,5.04,1,0,0.699,0,Medium Risk
Barley,35.82,52.59,85.46,50.79,5.49,51.23,25.47,33.27,6.22,0,1,0.632,0,Medium Risk
Rice,33.45,80.33,24.41,36.88,6.3,20.52,29.67,15.21,7.64,1,1,0.449,1,High Risk
Rice,21.26,45.73,97.73,73.66,5.04,90.55,64.95,67.0,6.33,0,0,0.662,1,Low Risk
Maize,43.0,75.68,111.18,53.92,7.23,16.52,37.93,33.19,3.5,1,1,0.411,0,High Risk
Potato,26.93,85.44,119.85,42.66,6.17,47.73,39.18,53.63,8.72,0,1,0.643,0,Medium Risk
Cotton,37.65,95.82,87.35,46.32,6.26,46.93,19.54,32.97,5.68,0,1,0.464,1,High Risk
Sugarcane,38.04,75.27,60.74,50.58,6.87,49.36,0.0,52.4,7.09,1,1,0.528,0,High Risk
Potato,33.67,73.27,61.71,25.87,6.57,6.31,17.9,6.51,7.22,1,1,0.621,1,High Risk
Cotton,31.19,78.8,182.79,59.08,6.81,60.14,35.98,24.52,7.06,0,0,0.687,0,Medium Risk
Rice,30.73,71.52,137.3,50.17,6.98,83.28,29.31,59.07,5.98,1,0,0.556,1,Medium Risk
Maize,34.19,66.39,117.78,44.41,8.49,51.85,29.42,28.77,7.79,1,0,0.575,0,Medium Risk
Cotton,26.79,51.52,103.74,72.81,7.35,72.33,34.85,42.79,8.16,0,0,0.77,0,Low Risk
Wheat,34.51,73.3,138.97,64.52,5.96,37.04,48.27,53.87,6.81,0,1,0.635,0,Medium Risk
Tomato,37.57,91.24,66.03,35.18,6.47,0.0,21.65,2.27,4.24,1,1,0.278,1,High Risk
Rice,19.74,81.39,133.8,63.21,7.16,46.93,40.07,83.07,7.66,0,1,0.92,0,Low Risk
Soybean,30.61,61.23,159.59,64.86,5.8,94.35,73.9,65.5,10.39,0,1,0.763,0,Low Risk
Potato,41.89,89.39,24.69,55.06,7.34,26.32,17.15,17.29,7.11,1,0,0.232,1,High Risk
Tomato,34.31,90.02,54.53,34.33,6.5,43.63,27.84,24.98,4.73,1,1,0.399,1,High Risk
Rice,20.65,70.83,192.0,56.82,5.99,85.72,47.11,38.36,8.84,0,0,0.862,0,Low Risk
Soybean,35.0,89.05,138.44,33.2,7.66,13.62,32.66,47.54,3.98,0,1,0.309,0,High Risk
Rice,34.8,79.17,51.9,39.19,5.71,42.12,22.93,19.6,6.31,1,1,0.383,1,High Risk
Sunflower,34.39,65.69,86.88,50.81,5.95,49.67,36.44,85.45,6.31,0,0,0.641,0,Medium Risk
Soybean,34.71,74.5,96.77,64.59,7.21,57.92,46.61,53.33,5.16,0,0,0.655,1,Medium Risk
Sunflower,40.3,91.48,56.52,36.68,6.41,35.78,30.5,25.5,8.63,1,0,0.37,1,High Risk
Sunflower,30.59,58.88,174.45,33.32,6.08,30.02,42.27,51.5,6.82,0,1,0.529,1,Medium Risk
Maize,28.57,65.98,78.87,74.72,6.25,41.07,24.82,55.68,4.22,0,0,0.472,0,Medium Risk
Tomato,15.68,57.79,120.75,44.81,6.52,53.41,61.77,80.3,7.67,0,0,0.958,0,Low Risk
Maize,20.94,47.24,182.58,64.23,7.16,65.74,36.95,51.97,9.54,0,0,0.66,0,Low Risk
Wheat,31.36,83.19,19.41,48.35,6.31,38.88,11.77,11.02,7.05,0,0,0.413,1,High Risk
Maize,26.98,48.77,87.95,74.12,6.12,65.44,47.41,51.57,9.65,0,0,0.857,0,Low Risk
Rice,32.4,73.3,61.7,51.46,5.34,55.24,39.07,52.61,8.18,0,1,0.703,1,Medium Risk
Barley,34.83,52.27,115.3,49.54,6.61,63.51,39.55,46.24,7.7,0,0,0.499,1,Medium Risk
Rice,27.03,58.78,61.05,40.42,6.19,34.7,68.81,25.4,7.66,1,0,0.596,1,Medium Risk
Tomato,34.88,89.55,44.21,43.18,5.04,36.27,30.05,23.28,4.64,1,1,0.513,1,High Risk
Potato,21.82,62.79,168.62,60.43,5.87,62.77,20.84,63.3,8.04,0,0,0.839,0,Low Risk
Cotton,32.69,31.92,208.32,69.02,6.67,71.2,48.13,75.45,7.94,0,0,0.747,0,Low Risk
Sunflower,34.13,75.97,39.03,47.7,5.74,30.98,44.42,39.13,6.79,0,1,0.583,0,Medium Risk
Cotton,31.02,61.06,107.83,46.51,5.44,41.64,36.88,51.3,7.06,0,0,0.747,0,Medium Risk
Cotton,26.13,60.77,121.3,51.22,6.79,44.81,46.35,46.88,8.84,1,1,0.732,1,Medium Risk
Barley,26.76,63.22,137.86,47.52,7.55,63.32,68.36,65.15,7.27,0,0,0.859,0,Low Risk
Tomato,34.92,95.5,81.46,48.7,6.13,38.79,33.07,19.27,7.54,1,1,0.533,1,High Risk
Sugarcane,24.11,73.64,118.9,37.61,6.22,66.27,40.4,35.44,5.85,0,1,0.75,1,Medium Risk
Soybean,34.76,76.46,198.65,50.03,6.19,33.58,33.58,29.55,4.31,0,0,0.846,1,Medium Risk
Soybean,34.61,69.86,16.49,53.61,7.25,24.46,37.76,11.7,5.24,1,0,0.437,1,High Risk
Potato,35.95,63.96,89.79,44.61,7.09,55.77,44.4,42.25,9.62,1,0,0.619,1,Medium Risk
Maize,14.63,48.86,142.08,73.01,7.11,73.41,39.32,46.55,8.38,1,0,0.89,0,Low Risk
Sugarcane,28.02,84.05,103.06,36.7,6.27,38.42,17.35,39.61,5.09,0,1,0.443,1,High Risk
Sunflower,42.16,63.94,95.0,43.41,5.71,19.98,20.72,33.03,6.03,0,0,0.417,0,High Risk
Sugarcane,20.94,63.76,121.62,66.45,6.23,40.36,43.16,43.49,8.05,0,0,0.701,0,Low Risk
Barley,21.9,54.86,154.07,48.69,5.27,54.6,52.96,61.22,9.05,1,0,0.83,0,Low Risk
Tomato,37.19,84.46,51.8,42.58,7.4,25.46,45.76,50.88,4.37,1,1,0.365,1,High Risk
Sunflower,32.32,74.3,51.51,67.32,6.32,60.43,46.68,10.15,6.01,0,0,0.734,0,Medium Risk
Cotton,18.62,51.43,142.73,35.63,7.2,58.64,67.99,50.3,7.22,1,0,0.696,0,Low Risk
Tomato,21.03,50.83,207.24,59.3,8.0,59.99,43.93,40.33,9.61,0,0,0.829,1,Low Risk
Barley,22.65,45.01,104.87,74.09,7.76,93.23,60.03,94.5,7.6,0,0,0.784,0,Low Risk
Sugarcane,30.54,54.21,95.07,30.17,7.17,52.78,29.08,59.14,7.5,0,0,0.814,1,Medium Risk
Cotton,17.3,58.44,118.65,59.43,5.75,70.07,55.82,68.86,6.29,0,0,0.685,0,Low Risk
Cotton,24.59,47.39,157.75,67.89,5.97,53.4,66.0,83.68,8.06,0,0,0.88,0,Low Risk
Wheat,27.3,69.38,119.63,49.97,7.49,24.48,33.44,54.99,5.66,0,1,0.495,0,Medium Risk
Maize,31.85,69.99,92.9,28.26,6.65,29.8,15.49,42.66,4.11,1,1,0.495,1,High Risk
Cotton,22.3,65.58,157.67,71.99,7.06,52.35,48.77,73.86,6.17,0,0,0.862,0,Low Risk
Sugarcane,29.52,61.69,47.74,52.13,7.21,50.66,7.14,38.6,5.66,1,0,0.828,1,Medium Risk
Potato,27.61,50.33,189.89,56.62,6.13,63.55,38.33,39.28,4.25,0,0,0.715,0,Low Risk
Wheat,32.89,98.14,100.44,66.17,5.93,28.37,21.92,27.92,5.24,0,1,0.461,1,High Risk
Maize,25.81,51.96,124.78,48.27,6.75,57.81,47.08,50.7,5.53,0,0,0.708,0,Medium Risk
Soybean,21.24,65.85,118.77,33.37,6.94,56.16,31.49,66.74,6.67,0,0,0.679,1,Low Risk
Cotton,22.06,76.52,73.47,43.24,6.95,51.24,34.89,26.93,6.2,0,1,0.601,1,Medium Risk
Wheat,30.75,62.63,77.91,40.73,7.0,41.08,42.65,29.63,5.49,0,0,0.536,1,High Risk
Sugarcane,32.79,82.49,84.7,32.32,7.11,30.53,45.43,32.06,6.34,0,0,0.682,1,Medium Risk
Cotton,27.78,59.12,173.02,43.37,8.0,45.23,51.88,57.89,7.84,0,0,0.907,0,Low Risk
Sugarcane,26.29,59.55,124.07,65.09,6.2,77.04,48.78,73.54,7.95,1,0,1.0,0,Low Risk
Maize,36.18,99.6,74.54,45.15,6.3,44.97,33.18,39.84,6.7,1,1,0.371,1,High Risk
Tomato,16.1,49.21,119.69,43.3,6.21,84.86,42.87,54.74,10.06,0,0,0.745,0,Low Risk
Tomato,29.48,60.43,85.69,37.73,6.22,46.41,32.81,45.77,6.88,0,0,0.673,1,Medium Risk
Sugarcane,34.25,93.57,35.76,49.31,7.07,25.43,2.49,16.58,6.51,1,0,0.388,1,High Risk
Barley,21.97,63.87,79.75,49.64,7.1,89.93,38.2,45.34,10.11,0,0,0.808,1,Low Risk
Rice,30.73,60.02,41.6,67.88,4.87,22.46,59.56,45.23,5.31,1,0,0.718,1,Medium Risk
Wheat,21.12,55.52,180.94,69.41,6.72,82.83,49.3,58.56,7.31,0,0,0.862,0,Low Risk
Wheat,29.72,72.65,115.81,58.6,5.15,46.42,63.46,66.57,7.46,0,0,0.709,1,Medium Risk
Sugarcane,38.42,80.89,77.4,46.36,5.73,39.96,19.23,32.07,5.45,0,0,0.738,0,Medium Risk
Soybean,34.25,73.16,66.46,51.39,5.76,47.71,40.11,33.68,8.11,0,0,0.74,0,Medium Risk
Soybean,33.95,75.51,86.98,58.16,5.54,15.59,23.23,40.09,4.92,1,1,0.478,1,High Risk
Tomato,36.54,95.75,59.3,34.89,7.62,21.4,0.0,52.58,8.04,1,1,0.404,1,High Risk
Tomato,32.37,84.87,71.2,19.63,6.63,15.42,31.87,22.94,6.03,1,1,0.537,1,High Risk
Tomato,38.01,82.51,92.2,51.49,6.39,19.55,12.39,54.56,5.44,1,1,0.283,1,High Risk
Barley,39.03,88.46,78.58,41.87,6.38,3.6,24.23,30.75,4.16,1,0,0.372,0,High Risk
Maize,30.92,69.61,132.9,47.38,7.69,31.48,17.29,19.68,3.88,0,0,0.717,0,Medium Risk
Rice,16.7,65.47,150.56,47.38,6.84,84.83,56.1,57.36,8.35,0,1,0.91,0,Low Risk
Rice,25.6,81.8,126.75,46.72,6.32,48.47,28.13,37.05,8.47,0,0,0.494,1,Medium Risk
Rice,40.48,87.94,29.65,33.13,6.61,30.38,37.03,46.24,7.04,1,1,0.407,1,High Risk
Rice,35.62,77.52,19.13,34.04,6.16,10.04,14.98,27.28,6.21,1,1,0.511,1,High Risk
Sugarcane,17.8,56.57,113.9,50.27,5.76,66.15,75.23,61.3,9.04,0,0,0.914,1,Low Risk
Potato,22.89,48.28,99.83,54.45,5.52,101.37,49.73,59.19,8.88,0,0,0.916,0,Low Risk
Cotton,23.4,38.66,190.9,38.14,7.1,84.69,65.83,61.22,9.37,1,0,0.804,0,Low Risk
Potato,29.58,94.83,61.12,49.21,6.64,42.76,23.58,33.34,7.15,1,0,0.43,0,High Risk
Barley,26.42,82.51,126.85,50.29,7.35,32.27,44.26,51.02,5.6,1,0,0.696,1,Medium Risk
Tomato,25.8,68.33,30.89,39.29,5.85,47.44,49.89,41.19,6.51,0,1,0.57,1,Medium Risk
Cotton,37.11,83.29,0.0,33.93,5.69,39.16,19.37,50.33,7.3,1,1,0.554,0,High Risk
Sugarcane,27.99,83.41,146.1,37.7,6.68,68.13,29.21,52.4,7.86,1,1,0.481,0,Medium Risk
Potato,23.66,68.59,104.03,54.63,6.52,46.41,56.68,53.51,7.06,1,0,0.538,1,Medium Risk
Cotton,28.89,68.19,111.95,62.73,6.48,49.2,51.74,44.97,5.18,0,0,0.542,1,Medium Risk
Barley,22.22,41.9,114.95,68.57,6.44,98.79,46.54,65.83,6.64,0,0,0.809,0,Low Risk
Potato,27.07,58.74,155.4,61.14,7.74,60.18,37.46,47.63,5.64,0,0,0.787,0,Medium Risk
Potato,33.96,60.45,87.66,43.05,6.05,56.08,45.13,59.71,6.86,0,0,0.509,1,Medium Risk
Soybean,36.02,62.12,114.27,50.0,6.53,33.13,7.84,22.34,4.58,1,1,0.375,1,High Risk
Maize,19.72,37.13,196.29,72.87,6.38,59.81,45.48,55.11,6.2,0,0,0.791,0,Low Risk
Wheat,31.37,73.87,197.09,50.32,6.38,42.11,51.02,52.13,8.23,0,0,0.678,1,Medium Risk
Tomato,37.42,78.16,32.33,56.74,6.06,53.13,34.6,26.76,8.07,1,1,0.416,1,High Risk
Maize,25.73,59.91,134.19,49.92,6.05,41.85,35.73,44.56,9.27,0,0,0.904,0,Low Risk
Sugarcane,32.26,77.6,151.3,53.39,6.34,62.42,43.09,38.9,9.11,1,0,0.696,1,Medium Risk
Sunflower,32.69,70.32,74.01,58.82,7.06,26.22,24.42,56.3,7.39,1,1,0.389,1,High Risk
Barley,28.94,51.8,134.13,64.83,6.24,101.56,46.72,65.11,9.46,0,0,0.98,0,Low Risk
Potato,39.53,85.97,36.31,31.74,5.73,10.2,28.28,47.36,6.58,1,1,0.49,1,High Risk
Sugarcane,30.82,64.4,52.39,10.0,6.62,23.1,17.26,35.82,4.38,1,1,0.327,1,High Risk
Wheat,33.53,78.37,55.48,26.79,7.3,43.74,3.66,23.32,5.1,1,1,0.553,1,High Risk
Sugarcane,37.62,86.56,102.95,36.19,5.95,34.19,0.0,1.25,7.74,1,1,0.534,1,High Risk
Tomato,23.91,76.7,81.98,68.23,6.75,68.8,32.53,52.69,6.29,0,0,0.711,0,Medium Risk
Sugarcane,36.41,73.82,96.68,32.22,5.28,45.5,12.96,41.05,5.14,0,1,0.485,1,High Risk
Maize,34.45,65.53,65.59,51.26,5.57,54.48,18.38,37.88,7.78,1,1,0.603,1,High Risk
Cotton,33.05,63.87,139.71,60.96,6.89,3.89,34.35,42.67,6.92,1,1,0.442,1,Medium Risk
Soybean,34.92,62.49,85.61,37.15,6.23,30.25,27.92,28.32,4.04,1,1,0.282,1,High Risk
Soybean,38.97,84.06,132.19,32.66,6.53,26.0,25.9,14.25,4.53,0,1,0.282,1,High Risk
Maize,23.26,58.73,131.63,42.94,7.42,58.03,65.28,69.76,8.43,0,0,0.816,0,Low Risk
Wheat,34.75,93.43,0.0,49.23,6.75,28.64,9.5,6.76,6.63,1,0,0.444,1,High Risk
Cotton,31.48,76.44,108.04,41.1,6.88,61.4,35.94,48.58,6.99,1,0,0.585,0,Medium Risk
Maize,39.5,78.6,92.56,35.86,7.17,33.09,36.63,4.53,3.56,0,1,0.452,1,High Risk
Rice,32.91,77.01,99.56,33.56,5.13,3.68,14.44,30.75,5.1,1,1,0.408,1,High Risk
Potato,40.46,94.16,63.36,25.4,5.9,26.15,18.11,49.25,4.67,1,0,0.222,0,High Risk
Soybean,25.15,52.71,84.3,47.28,6.47,42.71,43.81,61.34,7.07,1,0,0.766,0,Medium Risk
Rice,23.37,48.22,130.54,55.17,7.92,73.98,51.67,49.45,9.18,0,0,0.705,0,Low Risk
Sugarcane,24.0,66.22,135.12,55.26,5.81,97.75,49.16,43.56,8.3,0,0,0.755,0,Low Risk
Soybean,27.53,38.15,120.08,38.61,7.9,99.76,57.52,45.82,11.58,0,0,0.76,0,Low Risk
Wheat,18.44,65.33,104.43,66.14,5.73,58.4,38.52,61.95,7.71,0,0,0.871,0,Low Risk
Rice,29.76,69.56,131.32,67.86,5.85,43.41,45.59,42.24,6.16,0,0,0.753,0,Medium Risk
Wheat,26.7,66.31,118.1,36.17,7.15,60.52,40.25,47.67,9.13,0,1,0.577,1,Medium Risk
Rice,16.36,68.18,152.91,55.89,6.44,69.44,29.23,80.93,8.06,0,0,0.864,0,Low Risk
Potato,26.45,72.15,145.69,56.03,7.46,74.55,56.48,58.98,9.39,0,0,0.733,0,Low Risk
Rice,27.91,67.91,102.59,31.27,5.68,31.39,51.11,63.03,6.26,0,1,0.695,1,Medium Risk
Cotton,32.17,59.95,105.58,47.0,6.17,49.67,31.79,31.85,7.69,1,0,0.744,0,Medium Risk
Barley,31.64,79.49,82.64,36.98,6.13,20.91,33.57,38.94,3.98,1,0,0.246,1,High Risk
Sugarcane,25.76,47.57,160.25,60.9,5.34,63.71,50.72,58.41,8.47,0,0,0.828,0,Low Risk
Barley,21.62,53.34,153.14,38.71,6.82,55.3,36.16,36.38,5.31,0,0,0.684,0,Low Risk
Tomato,28.58,72.4,99.91,57.32,5.96,58.66,20.56,44.93,5.78,0,1,0.614,1,Medium Risk
Sunflower,36.98,78.09,130.05,63.34,6.42,38.94,36.85,20.94,8.79,1,1,0.615,0,Medium Risk
Maize,34.46,64.1,109.34,58.26,5.96,71.37,41.5,28.92,6.71,0,1,0.511,1,Medium Risk
Maize,36.11,71.02,42.73,49.03,6.11,39.22,26.06,42.06,7.6,1,1,0.347,1,High Risk
Potato,15.8,64.47,145.26,69.82,6.77,67.56,52.37,62.81,10.21,0,0,0.826,0,Low Risk
Rice,29.94,85.63,134.18,60.93,5.86,66.44,45.67,24.01,7.81,0,1,0.599,0,Medium Risk
Soybean,27.28,76.72,84.68,52.9,6.57,14.86,49.32,43.08,5.21,1,1,0.805,0,Medium Risk
Maize,36.53,66.21,132.36,52.58,6.11,44.76,11.69,38.38,9.36,1,0,0.633,0,Medium Risk
Soybean,29.83,53.18,216.29,71.06,6.18,49.12,53.27,51.39,8.06,0,0,0.925,0,Low Risk
Barley,30.84,61.97,53.38,45.09,5.63,46.64,37.29,47.62,7.15,1,1,0.457,0,Medium Risk
Sugarcane,26.03,56.49,146.23,56.77,5.94,41.84,69.53,60.29,5.58,0,0,0.717,0,Low Risk
Sugarcane,35.47,89.17,63.23,32.56,5.64,25.32,23.29,25.14,3.02,0,1,0.447,1,High Risk
Sunflower,32.63,90.09,51.03,55.63,5.67,43.76,18.36,37.76,7.4,1,1,0.356,1,High Risk
Potato,21.96,51.23,90.98,70.23,5.62,49.44,51.06,73.63,11.08,0,0,0.878,1,Low Risk
Wheat,29.61,58.76,59.09,48.15,5.58,62.33,32.86,62.21,7.44,1,1,0.683,0,Medium Risk
Potato,34.28,75.84,117.53,34.3,7.17,22.14,30.36,11.77,4.63,1,1,0.43,0,High Risk
Sunflower,32.25,76.01,25.12,42.86,6.71,46.26,22.46,44.93,6.48,0,0,0.666,1,High Risk
Wheat,38.87,89.84,51.01,41.97,5.27,24.77,13.9,9.78,7.22,1,1,0.294,0,High Risk
Sunflower,23.64,66.92,144.21,57.01,7.75,40.2,22.2,49.34,7.32,0,0,0.65,0,Medium Risk
Wheat,33.88,96.83,72.19,51.07,6.71,38.76,18.4,46.14,5.97,0,0,0.394,1,High Risk
Maize,28.59,71.7,64.65,63.82,6.53,70.3,23.8,28.48,8.62,0,1,0.585,0,Medium Risk
Wheat,24.22,76.67,91.08,31.84,6.74,40.47,38.85,15.12,7.26,1,1,0.423,1,High Risk
Soybean,35.38,65.37,149.95,46.85,6.27,31.66,43.46,30.67,6.08,0,1,0.515,0,Medium Risk
Barley,27.23,70.21,85.66,52.83,6.97,31.64,41.26,19.88,6.62,0,1,0.618,1,Medium Risk
Barley,33.23,85.43,56.5,55.55,8.24,50.84,41.0,41.4,5.19,1,1,0.23,0,High Risk
Soybean,42.98,94.09,47.28,42.28,5.83,24.24,6.32,30.77,3.61,0,0,0.321,1,High Risk
Rice,39.99,69.83,65.16,23.27,6.69,38.87,8.41,39.11,6.91,0,1,0.569,1,High Risk
Rice,35.66,84.05,76.1,57.23,5.87,34.08,38.94,58.38,4.03,0,0,0.521,0,High Risk
Soybean,25.42,53.42,117.17,48.94,7.42,79.71,62.44,60.05,8.34,0,0,0.802,0,Low Risk
Barley,28.75,81.25,101.38,69.26,5.46,57.08,45.79,32.12,6.86,0,1,0.64,1,Medium Risk
Wheat,38.14,59.23,109.04,28.71,5.67,49.09,17.84,5.3,5.84,1,1,0.523,1,High Risk
Soybean,33.79,77.27,146.44,55.66,5.67,49.65,54.26,28.04,5.52,0,0,0.677,1,Medium Risk
Tomato,25.08,100.0,79.82,33.3,5.6,63.02,32.86,28.2,7.33,0,0,0.459,0,High Risk
Wheat,26.52,48.67,121.98,66.81,6.15,72.0,45.9,59.84,6.99,0,0,0.756,0,Low Risk
Rice,35.71,93.1,101.69,53.35,7.48,24.7,27.24,17.27,3.06,1,0,0.504,1,High Risk
Wheat,35.26,75.09,86.3,43.86,6.29,21.29,28.12,5.7,5.7,1,0,0.404,1,High Risk
Wheat,23.55,76.57,97.02,40.2,5.72,47.28,23.32,60.1,7.81,1,1,0.762,0,Medium Risk
Sugarcane,39.95,81.31,20.47,32.88,7.31,26.99,19.74,42.64,7.49,0,1,0.461,1,High Risk
Tomato,29.42,50.88,107.9,65.07,7.65,73.54,49.49,42.99,9.42,1,0,0.815,0,Low Risk
Maize,14.07,53.15,130.32,61.2,6.33,72.12,45.46,65.41,5.43,0,0,0.831,0,Low Risk
Rice,26.2,49.83,148.23,45.07,7.39,16.23,60.24,58.21,6.69,0,0,0.477,0,Medium Risk
Sugarcane,29.06,53.29,278.35,51.9,6.05,56.54,47.89,82.05,9.52,0,0,0.67,0,Low Risk
Rice,28.05,54.15,66.48,49.67,6.42,74.39,42.68,24.64,5.98,1,1,0.59,0,Medium Risk
Barley,28.85,73.23,117.96,43.19,7.42,76.16,37.41,36.97,9.39,0,1,0.431,1,Medium Risk
Soybean,30.01,53.14,217.08,56.29,7.04,61.68,29.68,43.15,7.17,1,1,0.844,1,Medium Risk
Soybean,32.0,81.52,103.99,46.94,6.71,38.59,25.89,20.79,7.61,1,1,0.354,1,High Risk
Potato,39.06,85.15,27.1,48.69,8.04,31.74,26.63,14.57,2.39,1,1,0.384,0,High Risk
Barley,27.19,46.89,67.35,51.35,6.79,44.09,12.65,36.79,5.12,1,0,0.624,1,Medium Risk
Sunflower,30.95,77.98,118.81,44.76,6.51,64.36,41.15,44.95,8.73,0,1,0.701,1,Medium Risk
Potato,33.78,82.39,130.93,37.06,6.93,39.49,15.91,39.63,4.59,1,1,0.463,0,High Risk
Cotton,29.55,55.38,40.6,31.39,7.1,34.54,66.44,37.61,8.16,0,0,0.534,1,Medium Risk
Cotton,22.36,57.32,123.3,64.17,6.82,67.5,56.23,60.04,7.93,1,0,0.732,1,Low Risk
Tomato,32.59,51.56,95.97,53.76,6.3,45.68,42.5,50.57,7.7,0,1,0.571,1,Medium Risk
Sugarcane,31.25,61.24,163.15,69.0,6.06,77.17,46.99,59.73,9.24,0,1,0.727,0,Low Risk
Tomato,29.7,59.17,100.72,33.1,6.11,56.76,33.59,36.59,6.92,1,0,0.623,0,Medium Risk
Wheat,22.71,41.87,146.92,72.65,7.2,73.48,63.35,45.17,7.51,0,0,0.86,0,Low Risk
Rice,30.24,68.24,57.44,57.85,6.81,50.28,10.77,52.05,7.57,0,0,0.641,1,Medium Risk
Soybean,18.62,62.25,151.31,71.37,7.49,45.87,59.18,82.89,8.31,0,0,0.889,0,Low Risk
Maize,26.45,81.97,65.68,44.53,7.38,55.79,25.81,43.87,4.45,0,0,0.63,0,Medium Risk
Sunflower,36.95,67.93,19.01,26.34,5.57,40.84,33.67,27.72,4.55,1,1,0.558,0,High Risk
Tomato,38.9,82.31,120.57,40.99,6.61,4.08,28.13,11.92,4.9,1,1,0.437,1,High Risk
Maize,26.16,43.38,109.43,64.31,6.34,46.29,54.17,42.15,12.05,0,0,0.602,1,Low Risk
Maize,39.49,93.24,116.25,37.79,6.51,18.24,18.89,13.06,4.61,1,1,0.45,1,High Risk
Sugarcane,20.37,63.44,146.05,82.98,7.33,73.86,66.85,53.06,5.22,0,0,0.721,1,Low Risk
